,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,goodness,happiness,sadness,anger,afraid,disgust,surprise,positive_prob,sub_probs
1718,I deleted all the posts I had made before I found out,10,0.0,0,0,11,0,0,0,0,0,0,0,3.4305,"[0.058662209396406095, 0.38769566800145616]"
1719,Is it &quot;Sister Horror&quot;?,4,0.0,0,0,6,0,0,0,0,0,0,0,23.0828,[0.23082833962758653]
1720,"It’s okay to be a good friend or a good friend every day, sisters.",9,-1.9233743496508058,0,0,8,1,0,0,0,0,1,0,87.4023,[0.8740225256999196]
1721,Is she that young lady who cheated with her boyfriend?,11,-4.139342931783015,0,1,10,0,0,0,0,0,1,0,36.7004,[0.3670035063862882]
1722,👂🏿👂🏿👂🏿,0,0.0,0,0,1,0,0,0,0,0,0,0,50.0,[0.5]
1723,"It&#39;s just that a woman recommended a companion as a &quot;friend&quot;, but she was actually her partner, and their team ID was a very disgusting and vulgar name. Then this woman posted something in 🍵yan🍵 saying, &quot;Wives, I really hate men. I feel so disgusted when a male boss praises me for being cute.&quot; Then the wives said, &quot;Aren&#39;t you all screwed up?&quot; She turned around and deleted the post again. I started asking if I would give my boyfriend Di Renjie skin as a gift.",53,0.056734731780034964,1,1,56,3,0,0,0,0,3,0,0.284,"[0.49396252858564715, 0.8260869565217391, 0.08973032434008843, 0.479676727969083, 0.7549424060995632, 0.018112669736997433, 0.1361579401491908]"
1724,what is,2,0.0,0,0,2,0,0,0,0,0,0,0,52.6233,[0.5262327818078083]
1725,I saw it [reading a book],4,0.0,0,0,6,0,0,0,0,0,0,0,68.1238,[0.6812382882527875]
1726,Saw it [raises hand],3,0.0,0,0,4,0,0,0,0,0,0,0,50.0,[0.5]
1727,Ears 👂🏻,1,0.0,0,0,2,0,0,0,0,0,0,0,37.5078,[0.3750780384166793]
1728,Why was it deleted?,4,0.0,0,0,4,0,0,0,0,0,0,0,3.6621,[0.036620607710825315]
1729,Hahahahahahahahahahahahahahahahaha The expression says it all,5,0.0,0,0,5,0,0,0,0,0,0,0,99.6832,[0.9968323460374857]
1730,Follow-up web link,4,0.0,0,0,4,0,0,0,0,0,0,0,46.0745,[0.4607451173602728]
1731,You made our police uncles laugh so hard,8,0.0,0,0,8,0,0,0,0,0,0,0,90.0804,[0.900804142092259]
1732,"A typical person who burns bridges when crossing the river, rude, ungrateful, and most likely a person who is hated by others in life.",18,-2.3483281503389466,2,1,15,0,0,0,0,0,2,0,96.1173,"[0.753427692830209, 0.43011223997183, 0.7070351725546877, 0.8590615902182926]"
1733,"It is not the problem of the person asking for help, but the relevant units using deletion of posts as an element to solve the problem. The bullies are not condemned, but the weak are labeled ungrateful and paraded online. This is the virtue of man.",29,-0.8670424797512442,1,1,28,0,0,0,0,0,4,1,0.0056,"[0.11648437315912252, 0.050981995231838884, 0.03243880067181426, 0.07726702279701525, 0.8105504982761355]"
1734,"So it&#39;s better not to meddle in other people&#39;s business. Whoever is good will be taken care of, and whoever is naughty will be unlucky. It’s not worth mentioning the boundary. @ Shennongjia Mountain People’s Court: There are so many “gong girls”! Chicken thief!",23,-0.6687609914889197,0,0,29,1,0,1,0,0,0,0,96.4762,"[0.6760723322327943, 0.7088713797249111, 0.24330453658640705, 0.9607241307233294, 0.5366254622773426, 0.5]"
1735,Wouldn&#39;t you use this tone when asking for help?,10,-2.2429594492672935,0,0,10,0,0,0,0,1,0,0,20.9418,[0.20941762795458319]
1736,"It’s snowing lightly today. I wish you warmth in the cold winter, happiness and peace.",8,0.0,0,0,9,0,2,0,0,0,0,0,84.1942,"[0.890142453148024, 0.13949471482418463, 0.8334257989324922]"
1737,"There is no justice in this kind of people&#39;s hearts, only a little bit of pitiful selfishness, as long as they are satisfied!",16,-3.0784708205963205,1,1,15,1,1,0,0,0,1,0,98.8461,"[0.9956841707837037, 0.33765941186027537, 0.47328454795138675]"
1738,"This kind of behavior is more than just burning bridges. There is no gratitude in the heart, and they don’t even say a word of thanks when expressing it. It seems that some people only treat themselves as human beings when they ask for help. When they receive help, they forget how to be &quot;human&quot; as soon as they turn around.",37,-0.04643181048984511,3,1,36,2,0,0,0,0,1,0,72.8088,"[0.7860445669064928, 0.8895145117470443, 0.5272770050605887, 0.5875212430201505, 0.14400409790939528, 0.5262327818078083, 0.36413113938712516]"
1739,"That should...? I really don’t understand something, please give me some advice.",7,-2.47994802098727,0,0,10,2,0,0,0,0,0,0,29.8114,"[0.466666666666667, 0.49582757313315085, 0.34761211973736306]"
1740,Some people are indeed worthy of the suffering they suffer,11,0.0,0,0,11,1,0,1,0,0,0,0,73.2704,[0.7327039787553278]
1741,Poor people must be hateful!,6,-2.735540086191719,0,1,6,0,0,0,0,0,1,0,84.6552,[0.8465517534510689]
1742,"In our Cangzhou dialect, this is a &quot;fucking person&quot;!",6,0.0,0,0,9,0,0,0,0,0,0,0,49.1949,[0.5181975285615493]
1743,Reply to @lvy_yue’s statement:,6,0.0,0,0,8,0,0,0,0,0,0,0,12.0658,[0.12065796020154029]
1744,"Do you dare to take charge of labor inspection? I will give you a thing now, do you dare...🙏",12,-0.8960762327474122,0,0,15,0,0,0,0,0,0,0,26.9041,"[0.777926889563598, 0.5095912635735884, 0.11091451155449183]"
1745,Reply to @Architectural Design Jiang Gong’s statement:,6,0.0,0,0,8,0,0,0,0,0,0,0,72.0801,[0.7208009542983012]
1746,Burning bridges across rivers,1,-100.0,0,1,0,0,0,0,0,0,1,0,89.5319,[0.8953191672196191]
1747,I can’t help but think of the scene when I was trapped on the bridge between Beijing and Yanjiao during the epidemic.,12,0.0,0,0,13,0,0,0,0,0,0,0,98.7085,"[0.9859108458988417, 0.5481647769746565]"
1748,Wouldn&#39;t it be tiring to say thank you or for taking the trouble?,12,-1.5107355229831727,0,0,12,0,0,0,0,0,0,0,7.9782,[0.07978190578835287]
1749,"A blogger in Dalian also encountered the same thing. He asked for help to expose it, and then the person involved received hush money and nothing happened.",20,-1.558932069849323,1,1,18,0,0,0,0,0,0,0,3.0198,"[0.7785606483001908, 0.5182538089901315, 0.010054800701266298]"
1750,"@Autumn Moon Boundless 04: A typical person who burns bridges by crossing the river, being rude, ungrateful, and most likely a person who is hated by others in life.",21,-0.7865972117502926,2,1,21,0,0,0,0,0,2,0,96.6057,"[0.7784201319889289, 0.43011223997183, 0.7070351725546877, 0.8590615902182926]"
1751,Why we can’t forgive others on the Internet,8,6.418149751284091,1,0,6,0,1,0,0,0,0,0,17.9123,[0.1791226880049973]
1752,"The news about Liu Xuezhou in the Beijing News was also completely deleted, and the words &quot;Liu Xuezhou&quot; could not even be mentioned in the comments section of the Beijing News.",19,-0.6063349832074764,0,0,22,1,0,0,0,0,0,0,87.6404,"[0.9590863426712142, 0.25149065530037873]"
1753,Typical burning of bridges across rivers,3,-24.56583674115029,0,1,2,0,0,0,0,0,1,0,75.3428,[0.7534276928302077]
1754,"With this kind of birth, I think everything should be done, right?",10,0.0,0,0,10,0,0,0,0,0,0,0,74.9157,[0.7491571253446673]
1755,"It’s not a thing, so I keep a dog",6,-2.3809523809523783,0,0,6,0,0,0,0,0,1,0,57.2382,"[0.3715616171264906, 0.7154750456950049]"
1756,There is not even a special word of thanks. The society is still too kind to him. I wish him that he will be beaten alone in the future.,20,-1.8951093632133522,1,1,19,1,1,1,0,0,1,0,99.8243,"[0.49887742870874296, 0.9341772037436404, 0.9802434240253249]"
1757,"Crossing rivers and burning bridges, ruthless people, aren&#39;t you afraid of encountering ghosts in the middle of the night?",8,-6.787709769058243,0,1,9,1,0,0,0,0,1,0,93.5105,"[0.8953191672196191, 0.26878314839860373, 0.8497290501397025]"
1758,"If this thing can make him an enthusiastic person, it will be worth it. In the pursuit of fairness and justice, everyone has a voice.",23,0.6493578651188515,2,0,23,3,0,0,0,0,0,0,94.268,"[0.6934876229500111, 0.7528735632183908, 0.7122424426215708, 0.5691507600506289]"
1759,There are so many “gong girls”! Chicken thief!,5,0.0,0,0,8,0,0,0,0,0,0,0,47.8738,"[0.5049817386718964, 0.5]"
1760,"Private to you, baby",4,0.0,0,0,4,0,0,0,0,0,0,0,97.7383,[0.9773829268220059]
1761,The baby is rattling fiercely here,4,0.0,0,0,4,0,0,0,0,0,0,0,98.795,[0.9879502384115367]
1762,"Baby, look at our SYL Club Entertainment first single, 9.9! ! Half an hour, 19.9, three people’s skills, half price for the first order, Oh Sister, Loli, milk, dog, wolf dog, whatever you want, we have it! ! If you are interested in new activities, you can join Yokueve",35,0.0,0,0,37,1,1,0,0,0,0,0,77.8107,"[0.9082035958709492, 0.7823954362087325, 0.47710061483949895]"
1763,"Baby, please place an order. This is [McDangdang Club]. You can join the group to audition~ All the escorts in the group are those who have passed the test and have good voices and good skills. 12-16-20 Half an hour💕 Take care of the board experience! If you don’t like it, you can just abandon Mclub7",34,0.432986388370029,1,0,38,2,0,0,0,0,0,0,43.4611,"[0.4618626969935382, 0.49870270819993756]"
1764,"Baby, would you consider coming to our club to play? Gentle yet fierce! Regular big club, ➕I🛰️lsx0914ss",18,-0.39586991017168294,0,0,22,3,0,0,0,0,0,0,98.6643,"[0.9653633834450288, 0.9341226335692341, 0.22148611018780084, 0.4737672181921908]"
1765,"xh Xinghai Club is a pure boy band with 150+ escorts, strong technology and good service. All kinds of voices are available. You can join the group for audition. There is no compulsory consumption. It gives you the best gaming experience. The price is around 30.",32,-0.7255504120334788,0,1,31,1,1,0,0,0,0,0,99.6326,[0.9963261611696306]
1766,"Privately, I haven’t received TT. I have been in the God of War rankings for many seasons and have an elimination score of 9,000. I can enter a single group to listen to the audition and select players. The game experience is directly full ~",23,-0.8282729604449642,0,0,24,0,1,0,0,0,0,0,10.9344,"[0.04148399556463267, 0.7590806765860971]"
1767,"The first order from Jinqun Entertainment is 8.88, welcome to try, 🛰️19969251304",8,0.0,0,0,11,1,1,0,0,0,0,0,41.5856,"[0.3244739123433148, 0.6464646464646463, 0.5]"
1768,"@平dai companion aiyucheng: He is very good at playing and chatting and has high emotional intelligence. All the tough guys with all kinds of voices show their hands for assessment. If you need to kill your sister in the ace game with single four and 18, you can go back and check it out. Or add 🛰️13236790307",28,0.705645161290322,2,2,28,2,0,0,0,0,0,0,99.9831,[0.9998310141778178]
1769,"30 per hour, personal protection, kd18+, 5 fingers on the phone, let the supplies and the machine let you have a gaming experience, talkative and gentle, points will be replenished if you drop points",23,0.13455589804407897,1,0,24,1,1,0,0,0,0,0,98.1178,"[0.37744568171355164, 0.590244462793028, 0.5, 0.4010777005076622, 0.7709271288853999, 0.8282870730265953, 0.9594038327061396, 0.3264193650488728]"
1770,So which one is not true?,4,-6.154123526970263,0,0,4,0,0,0,0,0,1,0,45.317,[0.4531695715066898]
1771,A tgd contributes every day💰It’s annoying to donate too much,8,4.927668260893714,1,0,8,0,0,0,0,0,0,0,22.2626,[0.22262570771545354]
1772,"Today I had a post that I received. Someone also received it in my comment area. I deleted the comment after receiving it, thinking that I didn’t see it. It’s so shameless.",20,-1.2081517600076632,0,1,19,0,0,0,0,0,1,0,0.0812,"[0.2311439897328209, 0.09236618606144376, 0.1918516332230995, 0.35387860323412235, 0.23723088178394947]"
1773,Send her to answer questions,4,0.0,0,0,4,0,0,0,0,0,0,0,81.8054,[0.8180544158324036]
1774,"Me too, I&#39;ve encountered several of these. Sometimes they give me a lower price (a dollar lower than mine). I directly deleted his comments and blacklisted him[zhensihai][zhensihai][zhensihai]",20,0.0,0,0,25,0,0,0,0,0,0,0,83.995,"[0.5262327818078083, 0.3375334913800131, 0.6840026527833634, 0.8754115782418723]"
1775,Just go ahead and do it. The problem is that he lowered the price and I’m really speechless [Lifting the car],10,0.0,0,0,11,0,0,0,0,0,0,0,39.9417,[0.39941716860381915]
1776,I&#39;m stingy. Delete and block a dragon.,5,0.0,0,0,6,0,0,0,0,0,1,0,4.0456,[0.04045636747645187]
1777,"It’s really annoying for me too, so every time I see it I delete the post so that no one can feel better.",16,-0.733290744818794,0,0,15,0,0,0,0,0,0,0,11.2454,[0.11245376114446182]
1778,2222,1,0.0,0,0,1,0,0,0,0,0,0,0,50.0,[0.5]
1779,1111,1,0.0,0,0,1,0,0,0,0,0,0,0,50.0,[0.5]
1780,Take action when you see an orange,4,0.0,0,0,4,0,1,0,0,0,0,0,50.0,[0.5]
1781,Look at the naked number. There are two skins and one hanging are red butterflies.,11,0.0,0,0,11,0,0,0,0,0,0,0,52.5272,[0.5252721648911046]
1782,Is this available on Android?,4,0.0,0,0,4,0,0,0,0,0,0,0,95.7986,[0.957986165705682]
1783,Let’s take a look at the 280 knife.,5,0.0,0,0,5,0,0,0,0,0,0,0,23.9604,[0.2396043825197396]
1784,"This user has repeatedly posted insulting and offensive Weibo posts, insulted rumor-mongering artists, and spread values-distorted remarks. His words are extreme and have a bad impact. Please deal with this account seriously and work together to create a good online environment. @坂英雄 @娱乐ecologicalobservationstation@微博admin @伟蓝计划",36,-2.040668162538501,0,6,34,1,1,0,0,0,4,0,98.5191,"[0.14130379565801143, 0.7805779234452576, 0.8784092880964675, 0.3573543418840982, 0.018066575467272417, 0.5767208662643375, 0.6486198489121353, 0.9992163802058298]"
1785,"Users have repeatedly posted insulting and offensive Weibo posts, insulted rumor-mongering artists, and spread values-distorted remarks. Their words are extreme and have a bad impact. Please handle this account seriously and work together to create a good online environment. @坂英雄 @娱乐ecologicalobservationstation@微博admin @伟蓝计划",35,-2.1022064624970573,0,6,33,1,1,0,0,0,4,0,98.5191,"[0.14130379565801143, 0.7805779234452576, 0.8784092880964675, 0.3573543418840982, 0.018066575467272417, 0.5767208662643375, 0.6486198489121353, 0.9992163802058298]"
1786,"This user has repeatedly posted insulting and offensive Weibo posts, cursed artists, and spread values-distorted remarks. His words are extreme and have a bad influence. Please deal with this account seriously and work together to create a good online environment. @坂英雄 @娱乐ecologicalobservationstation@微博admin @伟蓝计划",35,-1.9452294951896396,0,5,34,1,1,0,0,0,3,0,93.8108,"[0.14130379565801143, 0.44767845850986676, 0.8784092880964675, 0.3573543418840982, 0.018066575467272417, 0.5767208662643375, 0.6486198489121353, 0.9992163802058298]"
1787,"This user has repeatedly posted insulting and offensive Weibo posts, insulted rumor-mongering artists, and spread values-distorted remarks. His words are extreme, have bad influence, and violate the principle of clarity. Please deal with this account seriously and work together to create a good online environment. @坂英雄 @娱乐ecologicalobservationstation@微博admin @伟蓝计划",39,-2.172455959007326,0,7,36,2,1,0,0,0,5,0,99.6734,"[0.14130379565801143, 0.7805779234452576, 0.8784092880964675, 0.3573543418840982, 0.018066575467272417, 0.8359262478102535, 0.5767208662643375, 0.6486198489121353, 0.9992163802058298]"
1788,"The blog posts posted by this user are all insulting and offensive, insulting rumor-mongering artists, spreading values-distorted remarks, extreme language, and bad influence. Please handle this account seriously and work together to create a good online environment. @坂英雄 @娱乐ecologicalobservationstation@微博admin @伟蓝计划",40,-2.0510372288919774,0,6,38,1,1,0,0,0,4,0,98.8582,"[0.40559053118098165, 0.2585008237145031, 0.7805779234452576, 0.8784092880964675, 0.3573543418840982, 0.018066575467272417, 0.5767208662643375, 0.6486198489121353, 0.9992163802058298]"
1789,"This user has posted insulting and offensive Weibo messages many times, insulting rumor-mongering artists on a daily basis, spreading values-distorted remarks, and his words are extremely vulgar and have a bad impact. Please deal with this account seriously and work together to create a good online environment. @坂英雄 @娱乐ecologicalobservationstation@微博admin @伟蓝计划",40,-0.6871035940803298,0,7,37,1,1,0,0,0,5,0,98.12,"[0.14130379565801143, 0.9489811198716843, 0.8784092880964675, 0.07701216292844881, 0.018066575467272417, 0.5767208662643375, 0.6486198489121353, 0.9992163802058298]"
1790,"Aren’t you going to deal with those who have repeatedly insulted, attacked, insulted, and spread rumors? @坂英雄 @娱乐ecologicalobservationstation@微博admin @伟蓝计划",23,-5.032112846468577e-05,0,3,23,0,1,0,0,0,3,0,99.965,"[0.7948516348592183, 0.41606848585605616, 0.9992163802058298]"
1791,"The user in this picture has repeatedly posted insulting and offensive Weibo posts, insulted rumor-mongering artists, and spread values-distorted remarks. His words are extreme and have a bad impact. Please handle this account seriously and work together to create a good online environment. @坂英雄 @娱乐ecologicalobservationstation@微博admin @伟蓝计划",38,-1.9416166453736874,0,6,36,1,1,0,0,0,4,0,98.3578,"[0.12903359470676024, 0.7805779234452576, 0.8784092880964675, 0.3573543418840982, 0.018066575467272417, 0.5767208662643375, 0.6486198489121353, 0.9992163802058298]"
1792,"This user has repeatedly posted insulting and offensive Weibo posts, insulted rumor-mongering artists, and spread values-distorted remarks. His words are extreme and have a bad impact. This behavior runs counter to the Qinglang movement. We have given feedback many times. Please handle this account seriously and delete relevant content. , ban relevant accounts, and jointly create a good network environment! @坂英雄 @娱乐ecologicalobservationstation@微博admin @伟蓝计划",48,-1.721134913985639,0,7,45,2,1,0,0,0,5,0,32.592,"[0.14130379565801143, 0.7805779234452576, 0.8784092880964675, 0.3573543418840982, 0.018066575467272417, 0.5789513512190312, 0.39285994600811736, 0.614696687459311, 0.045621245983928804, 0.6486198489121353, 0.9992163802058298]"
1793,"This user has repeatedly posted insulting and offensive Weibo posts, insulted rumor-mongering artists, and spread values-distorted remarks. His words are extreme, have a bad impact, and are contrary to Qinglang activities. Please handle this account seriously and work together to create a good online environment. @坂英雄 @娱乐ecologicalobservationstation@微博admin @伟蓝计划",42,-2.1043528203996327,0,7,39,2,1,0,0,0,5,0,99.7374,"[0.14130379565801143, 0.7805779234452576, 0.8784092880964675, 0.3573543418840982, 0.018066575467272417, 0.8441385309979856, 0.614696687459311, 0.6486198489121353, 0.9992163802058298]"
1794,The blogger used some referential and insulting words to maliciously insult and spread rumors about others. We hope the platform will deal with it as soon as possible. @坷英雄 @娱乐 ecological Observatory @微博admin @伟蓝计划,23,-0.639771664064764,0,3,22,0,1,0,0,0,3,0,99.9466,"[0.8156199855463785, 0.9978759200437408]"
